BAscore,abv,beer_id,beer_img,beer_name,beer_style,brewery,desc,num_reviews,ranking
4.04,12.00,5171,https://cdn.beeradvocate.com/im/beers/2232.jpg,Scaldis Noel,Belgian Strong Dark Ale,Brasserie Dubuisson Frères sprl,Also known as Bush De Noël,484,7282
4.03,9.00,5172,https://cdn.beeradvocate.com/im/beers/39267.jpg,Noel De Calabaza,Belgian Strong Dark Ale,Jolly Pumpkin Artisan Ales,"""Belgian Christmas Ale aged in oak barrels.""",432,7722
4.04,10.00,5173,https://cdn.beeradvocate.com/im/beers/27371.jpg,Grand Cru,Belgian Strong Dark Ale,AleSmith Brewing Company,"Bottle conditioned.AleSmith Grand Cru really needs to be tasted to be truly appreciated. Toasty, caramelly flavors, as well as flavors imparted by the Belgian yeast strain, predominate over a tapestry of subtle nuances. Winner of the blue ribbon at the 1999 California State Fair, it is a thing of beauty. It is available in 750 ml. champagne bottles.",400,7270
3.95,11.00,5174,https://cdn.beeradvocate.com/im/beers/36728.jpg,10 Commandments,Belgian Strong Dark Ale,The Lost Abbey,A stronger version of our Lost and Found Abbey Ale brewed to a more contemplative alcohol content. Massive in every stretch of the brewing way possible this is the sort of beer that will remind a beer drinker who considers themselves a saint that even saints stray as sinners from time to time.,387,12018
4.18,9.50,5175,https://cdn.beeradvocate.com/im/beers/813.jpg,Oerbier,Belgian Strong Dark Ale,Brouwerij De Dolle Brouwers,None provided.,491,2795
3.73,9.00,5176,https://cdn.beeradvocate.com/im/beers/71947.jpg,Samuel Adams Thirteenth Hour Stout (Barrel Room Collection),Belgian Strong Dark Ale,Boston Beer Company (Samuel Adams),Aged in oak barrels; hand-bottled corked & caged; bottled-conditioned.,290,29583
4.23,10.00,5177,https://cdn.beeradvocate.com/im/beers/76874.jpg,Unibroue 17 Grande Réserve,Belgian Strong Dark Ale,Unibroue,"This French oak aged, bottle refermented dark ale has a remarkable and complex flavor profile. Its Grande Réserve appellation is a fitting endorsement of its exceptional aging qualities.",289,1913
3.97,8.00,5178,https://cdn.beeradvocate.com/im/beers/1581.jpg,McChouffe,Belgian Strong Dark Ale,Brasserie d'Achouffe,"Among the mythical characters living in Fairyland, some are more unusual than others. Malcolm, for example, is different because of his accent and his kilt: when it comes to beer, his favourite is Mc CHOUFFE. The delicious flavours of aniseed, liquorice and toffee tickle his taste buds. If you listen to him, he will boast of its ruby sparkle, its smooth bitterness and its strong character, worthy of his native Scotland. Although robust, Mc CHOUFFE goes down as easily as LA CHOUFFE.ABV varies from time to time.",559,10789
4.24,9.00,5179,https://cdn.beeradvocate.com/im/beers/21363.jpg,Odyssey,Belgian Strong Dark Ale,Allagash Brewing Company,"Allagash Odyssey is a dark wheat beer aged for ten months, a portion in oak barrels and the remainder in stainless tanks. The recipe includes 2-row barley, malted wheat, a generous amount of roasted barley and Belgian candi sugar. This deep brown beer boasts an aroma of black treacle and raisin. The flavor hints at dates, with a mildly roasted finish imparted by aging in both medium and heavy toast American Oak barrels. The finish is dry, punctuated by vanilla.",424,1787
4.09,10.00,5180,https://cdn.beeradvocate.com/im/beers/51619.jpg,Adoration Dark Winter Ale,Belgian Strong Dark Ale,Brewery Ommegang,"Ommegang Adoration, brewed in the authentic style of Belgian winter, or noel beer, is dark, malty and assertively spiced.Adoration is best sipped before a roaring fire. It would also be a tasty accompaniment to dark roasts and wild game. Even at 10% abv, the beer is well balanced and not at all hot or fiery. The dark malts give it lush, malty flavors, including coriander, orange peel, mace, cardamom and grains of paradise. Hopping is modest, as befits such a beer.",374,5208
4.09,9.00,5181,https://cdn.beeradvocate.com/im/beers/13742.jpg,Salvation,Belgian Strong Dark Ale,Russian River Brewing Company,None provided.,480,5189
3.82,8.30,5182,https://cdn.beeradvocate.com/im/beers/52510.jpg,Monk's Blood,Belgian Strong Dark Ale,21st Amendment Brewery,"Belgian Strong Dark ale brewed with cinnamon, on oak chips with figs.",527,21968
4.07,10.00,5183,https://cdn.beeradvocate.com/im/beers/2269.jpg,N'Ice Chouffe,Belgian Strong Dark Ale,Brasserie d'Achouffe,"When the little animals in Fairyland hibernate, the Achouffe gnomes love to gather in their cottage. By the gentle firelight, they spend long evenings telling the best Ardennes stories while enjoying a delicious N’Ice CHOUFFE. Smooth and strong, with spicy notes of thyme and Curacao, this dark beer warms both hearts and atmospheres, making even the coldest winters joyful.",575,5967
4.05,9.00,5184,https://cdn.beeradvocate.com/im/beers/47678.jpg,Local 2,Belgian Strong Dark Ale,Brooklyn Brewery,"Here in Brooklyn we’ve combined European malt and hops, Belgian dark sugar, and raw wildflower honey from a New York family farm to create Brooklyn Local 2. Our special Belgian yeast adds hints of spice to the dark fruit, caramel, and chocolate flavors. After 100% bottle re-fermentation, the beer reveals a marvelous dry complexity, enjoyable by itself or at the dinner table.",552,6770
4.05,15.00,5185,https://cdn.beeradvocate.com/im/beers/3089.jpg,Raison D'Extra,Belgian Strong Dark Ale,Dogfish Head Craft Brewery,"Our Raison D'Etre, with a little extra. This immodest brew, made with an obscene amount of malt, brown sugar & raisins, takes Belgian-style browns to new heights.",733,6764
4.14,8.50,5186,https://cdn.beeradvocate.com/im/beers/140.jpg,Corsendonk Christmas Ale,Belgian Strong Dark Ale,Brouwerij Corsendonk,None provided.,625,3711
4.3,11.00,5187,https://cdn.beeradvocate.com/im/beers/6947.jpg,Cuvée Van De Keizer Blauw (Blue),Belgian Strong Dark Ale,Brouwerij Het Anker,"Every year on the 24th of February, Het Ander brews Gouden Carolus Cuvée van de Keizer Blauw (‘Grand Cru of the Emperor’) to celebrate the birth of Charles the 5th.This exceptional ale ages well, developing a refined complexity and intense aromas. An imperial brew to cherish and enjoy in moderation.",917,1090
3.91,8.72,5188,https://cdn.beeradvocate.com/im/beers/34877.jpg,Collaboration Not Litigation Ale,Belgian Strong Dark Ale,Avery Brewing Company,None provided.,739,14640
4.17,10.50,5189,https://cdn.beeradvocate.com/im/beers/3635.jpg,La Terrible,Belgian Strong Dark Ale,Unibroue,"In 2002, when the SAQ requested an exclusive new high-end product, Unibroue responded with Terrible. Given its dark colour and 10.5% alcohol content (a first for Unibroue), we knew that this Belgian quadruple-style ale might very well be greeted with reticence.So we gave it a name that would evoke terror and worry, but also something extraordinary, formidable and awe-inspiring. From here on out, no other beer can ever be called Terrible.",977,2961
3.88,10.00,5190,https://cdn.beeradvocate.com/im/beers/2347.jpg,Delirium Noël,Belgian Strong Dark Ale,Brouwerij Huyghe,None provided.,820,16940
4.04,7.50,5191,https://cdn.beeradvocate.com/im/beers/40051.jpg,Black,Belgian Strong Dark Ale,Allagash Brewing Company,"Allagash Black is a Belgian style stout brewed with 2 Row barley, torrified wheat, oats, both roasted and chocolate malt and a generous portion of dark caramelized candi sugar. The silky mouth feel is a great balance to the roasted character, coffee and dark chocolate notes expressed throughout this beer.",745,7178
3.81,9.40,5192,https://cdn.beeradvocate.com/im/beers/30282.jpg,Brother Thelonious,Belgian Strong Dark Ale,North Coast Brewing Co.,"""Vital StatisticsStyle: Belgian Style Strong DarkColor: Dark mahoganyBitterness: 32 IBU's""",1087,22820
3.87,11.00,5193,https://cdn.beeradvocate.com/im/beers/7531.jpg,The Mad Elf,Belgian Strong Dark Ale,Tröegs Brewing Company,"Hop Bitterness (IBU's) : 15Color (SRM) : Ruby RedAvailability: Seasonal, 12 oz. & 3L bottles, 1/2 and 1/6 kegs (contact your local retailer to pre-order)Malts: Pilsner, Munich, ChocolateHops: Saaz, HallertauYeast: Spicy YeastPennsylvania Honey West Coast Cherries",1310,17677
4.01,8.50,5194,https://cdn.beeradvocate.com/im/beers/1421.jpg,Delirium Nocturnum,Belgian Strong Dark Ale,Brouwerij Huyghe,None provided.,949,8621
4.24,10.50,5195,https://cdn.beeradvocate.com/im/beers/155.jpg,Gulden Draak,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,Dark Triple Ale brewed with caramel malt and re-fermented with Bordeaux wine yeast,1387,1743
4.3,9.00,5196,https://cdn.beeradvocate.com/im/beers/2512.jpg,Grande Réserve (Blue),Belgian Strong Dark Ale,Bières de Chimay,"Originally brewed as a Christmas beer in 1948, this dark ale has rich flavors of mulling spices and caramel, with a smooth palate and warming finish.",2434,1068
3.66,8.00,5197,https://cdn.beeradvocate.com/im/beers/1180.jpg,Raison D'Être,Belgian Strong Dark Ale,Dogfish Head Craft Brewery,"A deep mahogany, Belgian-style brown ale brewed with beet sugar, raisins and Belgian-style yeast.We began brewing this one at our pub in 1996 (we began packaging and selling it sometime in 1998) as the answer to the question, ""What beer should I enjoy with a wood-grilled steak?"" Raison D'Etre fits the bill. It's as tasty and complex as a fine red wine.In the Quick Sip Clip video, Sam talks about Raison D'Etre inside the new cellars for our 600-bbl fermentation tanks. The cellars were designed specifically to allow sterile yeast management. The system also allows us to automatically dose the yeast into the fermentation tanks. At Dogfish, we use multiple strains of yeast for our different beers, so we are acutely aware of all that can go wrong when you don't love and protect the yeast.",1775,34721
4.23,9.00,5198,https://cdn.beeradvocate.com/im/beers/30.jpg,Trois Pistoles,Belgian Strong Dark Ale,Unibroue,"Drawing on Quebec folklore, Unibroue chose the name Trois Pistoles to honour the city’s historic importance and pay homage to the legend of the Black Horse. Conjured up by a priest to help build a new church, this incarnation of the devil ran off when its bridle was removed. Because construction was still underway when the horse vanished, a stone remains missing from the church to this day.",2068,1874
4.33,9.20,5199,https://cdn.beeradvocate.com/im/beers/1696.jpg,Trappistes Rochefort 8,Belgian Strong Dark Ale,Brasserie de Rochefort,None provided.,1963,794
3.91,10.00,5200,https://cdn.beeradvocate.com/im/beers/83261.jpg,"Lawyers, Guns & Money",British Barleywine,Crazy Mountain Brewing Company,None provided.,32,15232
3.69,9.00,5201,https://cdn.beeradvocate.com/im/beers/30213.jpg,Old Abominable,British Barleywine,Stoudts Brewing Co.,None provided.,79,32302
4.07,10.10,5202,https://cdn.beeradvocate.com/im/beers/189292.jpg,Old Blaggard,British Barleywine,Summit Brewing Company,"Old Blaggard Barleywine — fully mature and ready to enjoy fresh — is inspired by the great strong ales of the famous English brewing town of Burton-On-Trent. Cellared for six months, this ale reunites you with the complex British barley and hop varieties that first warmed you back in 2015. Aromas of toffee, figs, stone fruit and orange marmalade lead to a full mouthfeel and vinous finish. With huge complexity and warmth — and lamentably small quantities — be careful, Laddies and Lasses.",34,6979
4.02,11.00,5203,https://cdn.beeradvocate.com/im/beers/77012.jpg,Woolly Bugger,British Barleywine,Howe Sound Inn & Brewing Company,None provided.,38,9164
3.87,10.00,5204,https://cdn.beeradvocate.com/im/beers/3332.jpg,Rudyard's Rare Barley Wine,British Barleywine,Hale's Ales Brewery & Pub,None provided.,72,18349
3.99,9.80,5205,https://cdn.beeradvocate.com/im/beers/28941.jpg,Hellbender Barleywine,British Barleywine,Pisgah Brewing Co.,None provided.,62,10603
3.69,9.71,5206,https://cdn.beeradvocate.com/im/beers/27328.jpg,Barleywine,British Barleywine,Sprecher Brewing Company,None provided.,84,32151
4.34,13.10,5207,https://cdn.beeradvocate.com/im/beers/99880.jpg,Bourbon O.E.,British Barleywine,Smog City Brewing,"Bourbon O.E. or B.O.E. as we call it in the taproom has garnered a strong following since 2013 when it was first released. This beer boasts balance above all with beautiful vanilla, oak, and char characteristics balanced out with the malty complexity of a true English Barleywine.",23,1136
3.91,12.00,5208,https://cdn.beeradvocate.com/im/beers/148322.jpg,20 Ton Ale,British Barleywine,Two Roads Brewing Company,"When you turn a 100-year-old factory building into a brewery, it comes with a few ""bonus"" features, like a 20-ton overhead crane and hook! This beer honors our hefty inheritance-an English-style barleywine ale so big your taste buds will need hard hats! Brewed with specially sourced heirloom malt and highly hopped, this ale has a malty sweetness that's nicely balanced by its fruity character and intense hop aroma.",28,15476
4.06,13.10,5209,https://cdn.beeradvocate.com/im/beers/196177.jpg,Bourbon Barrel-Aged Chocolate Barleywine,British Barleywine,Moody Tongue Brewing Company,"Bourbons and English barleywines often share complementary notes of toffee and caramel flavors, so aging our first barleywine in Woodford Reserve bourbon barrels seemed a natural direction for this beer. The barrels impart a touch of vanilla and oak, and with the addition of Oaxacan chocolate our finished beer sounds more like an indulgent dessert. Like a fuller-bodied Napa Cabernet, our barleywine achieves balance during its twelve months in the barrels. Once mature, this Bourbon Barrel Aged Chocolate Barleywine can be paired with butter pecan gelato or bananas foster.",35,7329
3.9,10.30,5210,https://cdn.beeradvocate.com/im/beers/2262.jpg,Old Man Winter Warmer,British Barleywine,Lake Superior Brewing Company,"""Brewed in late spring and aged in our refrigerator until mid Fall, this barley wine style ale brings a whopping 10.3% ABV to the task. Deep brown and sweet with spices, Old Man Winter Warmer does what its name promises for your nose and your belly. O.G. 1.101.""",73,16170
3.68,10.40,5211,https://cdn.beeradvocate.com/im/beers/6772.jpg,Barley Wine,British Barleywine,Nils Oscar,"20.3° Plato.Also sold as ""Swedish Barley Wine-Style Ale""",71,32770
4.08,11.40,5212,https://cdn.beeradvocate.com/im/beers/18965.jpg,Dominion Millennium - Oak Aged,British Barleywine,Fordham & Dominion Brewing Company,None provided.,82,6404
3.85,9.00,5213,https://cdn.beeradvocate.com/im/beers/88064.jpg,Adnams Tally-Ho Reserve,British Barleywine,"Adnams plc, Sole Bay Brewery",None provided.,53,19895
4.4,14.00,5214,https://cdn.beeradvocate.com/im/beers/88985.jpg,Xyauyù Barrel,British Barleywine,Birrificio Le Baladin,None provided.,31,669
3.83,13.30,5215,https://cdn.beeradvocate.com/im/beers/256507.jpg,Cinnsanity Barleywine Ale,British Barleywine,Weyerbacher Brewing Co.,Aged in Bourbon Barrels with Cinnamon,45,21451
3.9,9.00,5216,https://cdn.beeradvocate.com/im/beers/57963.jpg,Bourbon Barrel Warmer,British Barleywine,Upland Brewing Company,Aged for 6-8 months in bourbon/whiskey barrels2009: Pappy Van Winkle barrels2010: Buffalo Trace barrels2011: Wild Turkey barrels2013: Willet barrels,41,16073
3.65,10.30,5217,https://cdn.beeradvocate.com/im/beers/7666.jpg,Olde Bartholomew,British Barleywine,Yards Brewing Co.,None provided.,43,34814
3.8,8.50,5218,https://cdn.beeradvocate.com/im/beers/16171.jpg,Winter Warmer,British Barleywine,Upland Brewing Company,None provided.,67,23883
3.9,9.00,5219,https://cdn.beeradvocate.com/im/beers/1403.jpg,Struis,British Barleywine,Brouwerij 't IJ,"A barley wine brewed in the English style. Struis is a full-bodied beer with a deep, dark colour and a soft, long-lasting head. The aroma is dark and sweet, with clear tones of chocolate and dried fruit. The aftertaste is dry and long-lasting, and leaves you yearning for more. A delicious accompaniment to food and ideal with skeapsrond cheese. Struis is only available as a bottled beer.",81,16054
